question_id	question_text
3232	How has the Britannica enjoyed a popular and critical reputation for general excellence since the 3rd edition?
3245	How does per capita income fail to capture all of the income per head?
3869	What aspects of employment are subject to collective bargaining?
462	What are the fastest growing industries for the Dominican Republic?
3490	How has borrowing from other languages contributed to the formation of Polish grammar?
345	How have different languages appeared in Israel?
1722	In what ways has the Nobel Prize in Chemistry drawn criticism?
494	How did genocide shape Anatolia?
3210	What was the original use of the word Arab?
631	How has Facebook been trying to limit hate speech?
820	What was the magic lantern?
1535	How did the Greeks originate?
252	How did the Mediterranean Sea lead early cultures to intertwine?
1150	What correlation have researchers found between developed countries and literacy?
3327	How di disparities in class and socioeconomic statuses affect the city?
3822	Why was the run on the shadow banking system the core of what happened to cause the crisis?
2023	Why did Napoleon invade Russia?
287	How did South America gain independence from Spain and Portugal?
3928	What power do the permanent members have?
1311	What triggered the big push for secession?
2708	What is Dukha?
1954	How does Jazz relate to the Black Experience?
3286	What makes a person Muslim by definition?
493	What was the Hittites' contribution to Anatolia?
1000	Why did Washington order Major Benjamin Tallmadge to form the Culper Ring?
2547	How does Marxist economics describe the causes of unemployment?
659	What sort of growth does YouTube see on a minute by minute, and monthly basis? What contributes to this growth?
983	Why was the International Olympic Committee formed?
6	How does the Peace of Westphalia affect prisoners of war?
3223	How much influence did religion have on St. Louis architecture?
2360	How did Plato help instill the education process?
1869	How have countries implemented their trade policies vis a vis free trade over the years?
1756	How does California overcome the problem of multiple conflicting referendums passing?
1794	How does the Nobel Foundation manage the Nobel Prize?
2508	What was the Clarendon Code?
3538	How does a mineral differentiate from a rock?
3125	How did American football evolve originally?
2321	What are the demographics of Victoria (Australia)?
341	Why did Birmingham experience strong growth in the early 20th century?
3754	What are human rights violations in Qatar?
723	How has Elizabeth's virginity been received in popular culture?
2914	"How was Elvis Presley's comeback special, titled ""Elvis,"" perceived?"
174	What characterized Jamaica's prehistory?
29	Why did Manchester's expansion at the turn of the 19th century lead to developments in technology and infrastructure?
2821	how would you describe molecular biology?
1609	In what ways did the Popes protect Rome from foreign invasion and influence?
935	This historical core of Continental Europe was  invoked during what century?
994	What was the role of slaves during the antebellum period in Houston?
76	"What is Gorbachev's View Of ""The Washington Consensus"" As An Economic Model?"
2052	Operations wise, how does the highest-ranking USAF military officer relate to the Combatant Commanders?
1383	How do the United States Marine Corp and Navy work together?
4100	How quickly did information technology advance following the invention of the transistor?
1996	How do states relate to each other?
1259	How can poverty be understated?
3199	How many eras does classical antiquity encompass?
2312	What has happened to the trees in the Balkans?
60	Why is the Royal Air Force maintained by the British government?
1571	Once elected on his right in 1904 to a full term, how could it be argued that the major splits inside President  Roosevelt's republican party probably led to the Democrats return to power 1912 following W. H. Taft Presidency?
1111	In what ways was Greater Bengal a cultural hotspot?
3227	what is the framework of the PISA  mathematics literacy test and TIMSS?
3421	How have immigrant groups contributed to the diversity of Berlin?
2158	What indigenous minorities comprise the ethnic groups in Europe?
657	How does YouTube make its advertising revenue?
3923	What was the significance of television in Hollywood?
2421	How does frontal activity cause precipitation?
2677	Why is an extremely high or low birth rate considered problematic?
3623	What is the terminology and origin of a superpower?
685	How did Stalin's death in 1953 affect the Soviet Union?
3445	How is the population of the Philippines distributed?
3256	What is identifying forms of government tricky?
1877	What is Serbia's role in international economy?
1333	What were the origins of the idea for the League?
3457	"Commonly known as Broadway, what exactly does the exepression ""Broadway theatre"" really mean?"
2189	How was knowledge of iron smelting spread from dominance by Hittites of Anatolia during the Late Bronze Age?
3464	How was Switzerland able to maintain neutrality during World War II?
2961	What effects do we get on Earth from the moon?
197	Why was the Super Bowl started?
3561	"How was the use of callsign ""Alpha"" perceived by the different parties on Expedition 1 of the International Space Station?"
3763	What are the competing theories of the causes of the Depression?
3447	What was Amazon diversisied to be?
2124	What were the effects of the Eurozone crisis?
2545	How does Classical Economics aim to minimize unemployment?
3116	What was UNESCO's work in the field of education?
3482	How is a humid continental climate defined?
47	What was the history of Colonial Connecticut?
1010	Why is Milan described as Italy's economic and financial heart?
156	What fueled the economy of early Vancouver?
1289	How does current geologic evidence point to the formation of the Appalachian Mountains?
3810	How did Seoul grow and make advancements to their city after the end of the Korean war?
3716	How is Mary (Mother of Jesus) viewed in Islam?
3420	Why is the architecture of Berlin so diverse?
419	What is the importance of The Underground City as a tourist attraction?
2042	What is the basic linguistic profile of Standard Chinese in terms of tonality, functionality & structure?
179	What shows the documented evidence of modern Spanish?
4080	Which events marked a closer relationship between the Soviet Union and the West in the 1930s?
483	What is the significance of the Porto-Indo-European languages?
1062	How did Hitler transform a republican government into a totalitarian dictatorship?
3908	What is the climate like in Southeast Asia?
1709	How was Danish culture influenced by the spread of Lutheranism?
1492	Why the need for checks and balances?
2227	How do sovereign states differ from non-sovereign states?
2120	"Can you weigh the advantages and disadvantages of ""No Child Left Behind""?"
1141	What are the external forcings of global warming?
112	What Early Bronze dynasties existed in Ancient Egypt?
3120	What is the history of the central steppe region?
2176	What nations does FIFA represent?
3378	In what ways did Egypt boast a particularly advanced ancient culture?
168	Why did Michael Lewis criticise The Economist?
1244	How was the theory of evolution used by others to advance their ideas?
4055	How was the Noble Experiment important to Major League Baseball?
2858	What were the consequences of Shays' Rebellion?
3133	How do sub-Saharan Africans consume media?
3695	What is the climate of Paris?
3574	What happened to Praque during the Second World War?
3973	What is the role of the Black Irish among the Irish people?
2264	How was the enlightenment shaped by science of the time period?
3472	What is the significance of the Caucasus region in studying prehistory?
2973	What role does the EPA play in the government?
1645	What kind of power does the European Parliament hold?
4061	What is the relationship between linguistics and language?
1787	What did Douglas Davis say about the BBC coverage of the Arab-Israeli conflict?
418	How is Montreal expected to continue to grow through the 21st century?
1390	What buildings are associated with Gothic style?
1318	What is the mineralogy of granite?
1323	How did PBS compete with online media?
3730	How did the World Trade Organization begin?
3717	How do Protestants perceive Mary (Mother of Jesus)?
429	What is the impact of the military to railways?
2939	What did the Bronze Age see in Estonia?
3651	Why was Charles de Gaulle against the inception of NATO?
1920	What is the confusion over a concurrent Scottish Parliament and Scottish members of the Westminster Parliament?
978	Why has the Canadian government been described as the instigator of multicultural ideology?
3399	Why is the distinction between north Africa and much of sub saharan African historically and ecologically significant?
3527	Describe the Hellenic influence in Afghanistan.
2211	How is tin bronze superior to arsenic bronze?
2129	How did the climate of the UAE create the culture of nomadic tribesmen?
3606	How does religious music factor into the breadth of folk music?
1446	What are the elements of the locative case in Latin?
4064	How can linguistics be practically applied?
2290	How would one define Wisconsin's geography?
421	What is the basis of the structure of the government?
558	What occurred during the antiquity period of Albania?
474	Why was the Tennessee Valley Authority created?
654	How was George Washington elected as an independent?
1051	How did the dialects diverge?
1026	What characterized the Inca region of Ecuador?
2807	What was the result of the Seven Years War?
809	Does contemporary agriculture respect the origins?
1500	How are species defined?
456	How does the role of a head of state differ from a head of government?
2233	How did European colonization effect what is now known as Latin America?
2977	How is the EPA fighting asthma?
2542	How does a two-way radio work to assist the military and law enforcement agencies?
700	How large is the Yale campus?
3403	What is the history of ironworking in Africa?
3732	How does the WTO function?
314	What is Bolivia?
1627	What is the status of early settlers in Philadelphia?
4025	How is Ireland's national government structured in Dublin?
4014	How did the Industrial Revolution starting in the United Kingdom affect Western Europe and then eventually the rest of the world?
3394	What effects has the French language had on Nigeria?
2492	Explain the action of the monsoons in the region
1659	How did the Civil War effect the production of paper money?
2907	How did the civil rights movement arise in America?
3362	How does this community settle in the US in terms of residence & provenance affinity?
2645	What is the etymology of Armenia?
1066	Why is English considered a Germanic language?
3124	What were the causes that led to the compromise of Pan-Slavism?
3122	What effect did religion have on the alphabet across the language of Slavic people?
1059	How did some states act against US government recommendations after the treaty?
530	What social and political structures existed in Italy in the Renaissance?
2871	How did poor hygiene contribute to the spread of the disease?
3639	What are different ways that Irreligion is characterized?
2968	How did Nazism get its name?
2510	What happened to Charles I?
2121	What is the extent of the use of the euro?
2832	What is Stalin's legacy?
2352	Why has wildlife in the North Sea suffer from pollution, overhunting, and overfishing?
2303	How was English philosopher John Locke important in the genesis of human rights?
1921	What is the process like to choose a Prime Minister?
3002	How did the Commonwealth of Nations start?
1285	What is the purpose of Secret Service codenames?
3735	How did George Jacob Holyoake describe secularism?
3461	How did American actor Edwin Booth turn into a rather iconic figure in the Times of Early American Theatre?
2920	What issues did the complications of Taiwan's history create for its people?
3622	What is a superpower?
3	Why has Syria's petroleum industry declined since 2014?
2472	Why did the term scrooge become a synonym for miser?
766	What was the diplomatic crisis between Venezuela and Great Britain?
339	What led to the Nazi's defeat?
811	How important is animal husbandry to agriculture?
1713	How does one play cricket?
713	How has human construction affected wetlands?
3096	How did the concepts of parliaments arise?
2437	What is the meaning behind Buenos Aires?
1577	Why do people argue against same sex marriages?
441	What political tensions escalated as Croatia was attempting to declare independence?
3629	Can a place be excluded from the criteria set by the Register?
1142	How does solar activity affect global warming?
2365	Why is the Ryukyuan languages dialect considered a dialect of Japaneses?
2913	How did Elvis perceive the music he had to sing in his movies?
17	Why was difficult for Vietnamese self government and civil rights calls to reach the French?
3140	How did Hitler's successor surrender?
1280	What defines the Names of the Holocaust?
425	Why were railroads originally not long-distance?
1581	What does a civil union offer?
1164	What events resulted in support for the crusades in Europe?
4138	What is the origin of the term lingua franca?
1349	What constitutes the major political divide in Ireland?
1316	What is humanity's current understanding of Petroleum products usage impacts on the environment & concerns over this concept commonly known as Peak Oil?
2412	Why was America still hopeful after the stock market crash of 1929
1308	What was the fate of the Confederate States of America?
3794	HAS SAUDI ARABIA EXPANDED CONSIDERABLY?
2447	What does the term Midwest mean?
4116	How was Japan's architecture affected during the Meiji restoration?
1090	Why are federal systems ideal for a large or diverse territory?
2520	What did the article of Charlotte Natari state on mixed race children?
444	How has tourism boomed in Croatia?
971	How is the word Pontiff derived from?
2711	What is Vinaya?
629	How successful has Facebook's stock been?
1624	What was the motivation to create a new 3rd edition of the OED?
3136	How did the world celebrate Victory in Europe Day?
1036	How does the history of Korea begin?
2688	Why are many different variations considered within the scope of Judaism?
3000	What were Irish citizens attitudes toward British rule?
2511	Why was health bad during Charles II's reign?
2746	What is Lyon's liveability rating?
324	Why was Cyprus under Ottoman control?
2285	How has the Persian language influenced languages in the classical world?
2434	What is the origin of the name Dublin?
1474	How did France unite with the Ottomans?
113	What was the Seima-Turbino Phenomenon?
2212	Why is bronze important in the construction of musical instruments?
522	What happened following the demise of the Bohemian kingdom?
937	What characterizes an oceanic climate outside of the tropics?
3263	Why did culture develop according to terror management theory?
1570	How did the motion of progressivism define Theodore Roosevelt Jr. presidential term as domestic policy framework, what was his foreign policy reach, his impact on our country's territorial & interior character once in office?
3322	How did the Ahmadiyya come to be?
3074	How is the BBC's mission established?
3632	Why was the FTC keeping a close eye on Microsoft in the late 1980s and early 1990s?
1167	How did the Blue Network become ABC?
666	Why was 1932 an important year for the development of nuclear power?
2619	What is the goal of Universal health care?
3166	Which world features show the difference between overpopulation and high population density (
3351	What was the role of economic warfare in the Napoleonic wars?
549	What kind of ball is used for rugby games?
4144	How did Charlemagne reform writing?
3787	Why does the European Union differ from the United States?
1807	What characterized the Protestant Reformation in Finland?
118	What major event occurred in Naples in the year 1282?
1604	How did Fredrick's policies affect Italy?
848	How does Mexican geography shape Texas?
709	How did codification evolve through the 17th and 18th centuries?
22	What conditions allow for the formation of a tornado?
2963	What names are given to the moon and what are their origins?
991	What sorts of work are made by the Pardee Center?
196	What would be a decent explanation of how the course of the French Revolution was practically shaped by  External threats?
849	How did mountains form Texas?
3268	How have the former Soviet republics related with the Russian Federation following the dissolution of the Soviet Union?
3115	How was UNESCO formed?
2840	How did German occupation during World War II effect Belgium?
3909	What is the economic history of trade with Southeast Asia and its trading partners.
3169	Why is the Allee effect important?
484	What was the concept for Yugoslavia's creation?
969	How is the Pope elected?
3098	What is an advantage to parliamentary systems?
1257	How does the basic needs approach define a poverty line?
4162	How is military strategy coordinated with political affairs?
795	WHy are there so many methods to archaeology?
501	What reports exist of Shakespeare's life after the birth of his twins?
2801	How was the area in the mid-Atlantic settled?
1528	Why was the original work system of African Americans not exactly slavery?
2607	How were Europeans and Americans involved in the Graham Affair?
302	What is the role of state religion in Finland?
538	How is Papua New Guinea structured geologically?
866	How did Russia justify entering the war?
611	How was the modern Middle East formed?
3446	How does the United States define an urban area?
770	What were some aspects of Kuwait's prosperity after WW II?
3863	How have the Olympic Winter Games been broadened in sports included?
2815	Why is zinc commonly used as an anti-corrosion agent?
3107	What are the origins of rock and roll?
406	How did the Austria-Hungary parliament give rights to its ethnic population?
3505	How does the abundant green space in Warsaw contribute to the city's atmosphere?
4104	What is the origin of the name Beijing?
1630	How did immigration influence Philadelphia's history?
3139	Why did the Soviet Union celebrate VE day at a different time than Europe?
2256	How did scientists begin to eradicate smallpox?
2139	How are scientists learning about the geological structure of Antarctica?
3494	How does Portuguese vocabulary pull from varied influences?
1121	What is the Global Competitiveness Report and what does it do?
116	Why did the city grow rapidly under Greek rule?
2694	What is the significance of the Skerrabra site?
1494	Why does Australia not have a strict separation?
2863	How did Sydney develop between the 1890s and 1930s?
2656	How is NPR's organization governed?
4037	How is the climate in Cambodia?
19	Why was it difficult to challenge the authority of the state under Doi Moi ?
4108	What environmental problems plague Beijing?
3714	How do many Christian believers perceive Mary (mother of Jesus)?
4035	What happened after the Khmer Republic fell in 1975?
31	How has the Iberian peninsula been inhabited prehistorically?
2774	How are most religions organized socially?
1513	How are universities organized?
862	What drives the economy of Wyoming?
2226	"How has the term ""sovereign"" changed over the course of history?"
2522	What does the Church mean by Fallen Nature?
2851	What is the history of Eurasia?
3705	What are the nicknames of Missouri?
799	How do endoglossic and exoglossic languages coexist in Nigeria?
232	Why are drainage basins important to the ecology?
884	How did Mexico begin trying to get independence from Spain?
1362	What is the history of kindergarten?
1998	How does a state get admitted to the union?
1909	What contributed to the mix of cultural influences in Turkish music and literature?
163	How did Greece expand during the Archaic period.
2462	What trends in Istanbul's population and demographics were indicated between 1950 to the early 21st century?
2636	What drives the economy of Pittsburgh?
3571	How did the English language replace the Scots language in Scotland?
3330	How are the demographics of Rio de Janeiro so diverse?
928	How did Beatlemania develop?
821	How did mid-19th century inventions influenced film?
2488	What is the Indian Plate?
3379	How influential is Egypt in today's regional and global politics?
3531	What archaeological evidence has been found in  Madagascar?
2890	What is the origin of the name of the state?
669	How does the ideological model for the Guardian differ from other profit-based newspapers?
1320	What are the geochemical origins of granite?
69	What is the origin of the name Brazil?
1548	What were the differences between men and women's roles in Paleolithic society?
513	What is the geography of San Diego?
1672	How did mass action replacing litigation typify the African-American Civil Rights Movement (1954-1968)?
2659	How did the word Hindu develop?
2180	How did Italy get its name?
4127	Why do indigenous people need special political rights?
1028	What characterized Spanish rule of Ecuador?
1425	What did Poland's borders do to effect the start of World War II?
3277	What role do financial services play in the economy?
3882	What led to Churchill crossing the floor to the Liberal party in Parliament?
1427	How did Nazi rule control the legal system in Germany?
2167	What causes the signing of Final Settlement treaty?
658	What led to the inspiration for YouTube?
1574	What is the staff of a national park responsible for?
875	Describe the racial aftermath of the Civil War in North Carolina.
1376	Which of the many variations of Chinese rose to prominence by the mid 1800s?
968	What is the view of the Pope from the Catholic perspective?
140	What is the terminology of the Holy See?
4074	What defined Al-Qaeda's Ideology?
2250	What distinctive dialects exist?
3001	Why was Ireland interested in participating in the EEC?
2341	What was the significance of Munich to Adolf Hitler?
758	What causes the  Proportional representation to be with being involved in Fairness?
1016	How is coal used for electricity generation?
147	What power systems do rapid transit sytems depend on?
2045	"What is the meaning of the expression ""linguae francae"" in the context of Standard Chinese as a communication medium?"
2440	What makes the city diverse?
4112	In Terms Of Ecology & Climate How Do The Rockies Stand As An Ecological System?
1750	How is the English Channel crossed by car?
2135	Why would an engineer study a failed experiment?
2776	What was discovered in the Matsuoka 2002 study.
4097	How did Information Technology come to be defined?
4018	What is the composition of the Permanent members of the United Nations Security Council?
2074	"What brought about the ""Space Race?"""
645	How did Neva Magleta react to the South African government
1398	How did Anglo-Saxon culture come to take over the British Isles?
391	What connection do nudist colonies have with the sport of volleyball?
1375	How have linguists attempted to reconstruct middle Chinese?
1465	What is the effect of the German language in Namibia?
1434	What was the response to Twitter after SxSWi?
3539	How do the Dana and Strunz classification of minerals compare?
696	How is the university of Yale divided?
2119	How do you think Bush's early work on his father's campaign gave him political experience for later?
686	How was the communist party organized?
2148	How does the United Nations Statistics Division define East Asia?
536	Why is Papua New Guinea considered highly culturally diverse?
1499	"Although Illinois was a ""free state"" in the Antebellum period, why did slavery persist?"
3138	How did Truman pay tribute to both VE day and the late Franklin D. Roosevelt?
4083	How prestigious are aircraft carriers in most modern navies?
3217	How many people have had sexual contact with a person of the same sex?
1438	How was Guam initially settled?
1660	Why is gold and silver money different weight than it once was?
352	How did Queen Elizabeth II become the heir presumptive?
655	What is unique about the legislature of Nebraska?
3986	How did the winter storm of 1850 effect Scotland?
3764	How did the NHL form out of the NHA originally?
2667	How did Portuguese rule affect Mumbai?
2895	How did Augustus rise to power?
1387	How did the fall of the Roman Empire affect Vulgar Latin?
617	How does the Shahada differ between the Sunni and Shia faiths?
1012	Why is Milan regarded as the global capital in industrial design, fashion, and architecture?
960	How did Chile attempt to expand its geographic and cultural influence in the 1840s?
115	Why is Naples one of the oldest continuously inhabited cities in the world?
3016	In what ways has the Latin Cross Plan been applied in Romanesque architecture?
3009	How did two scientific discoveries prove crucial to the outcome of World War II?
2842	What is a greenhouse gas?
344	Why were Democrats able to gain and keep power in Alabama post-reconstruction?
1906	"What caused the ""Big Four"" dominance of the Premier League in the 2000s?"
829	What are the characteristics of the Marquess of Queensberry type of boxing?
1396	How is the Anglo-Saxon category interpreted and constructed?
1291	How does the Appalachian trail traverse through the Appalachian Mountains?
3520	What Is The Capsulated Story Behind The Nobel Prize in Physiology or Medicine?
2251	What is the geographic distribution of Italian in Africa?
790	What is the nature and responsibility of a Consul General?
3142	How is the Reformation and literacy related?
3469	What role does the  Spanish language have in New Mexico?
697	Why did the Yale football team face crisis in 1909-1910?
3856	What is the prediction for the Christian population in the future?
2897	What was the cause of the change from Octavian to Augustus?
3658	how is New Zealand economy ?
448	How did the United States actions in 2003 lead to the dissolving the Sunni Army?
1837	What led Ignacious of Loyola to form the religious order of the Society of Jesus?
2571	What is punk rock?
729	How does USA Today normally endorse presidential candidates?
3970	How did the current ethnic composition of the Irish people come to be?
2507	"What is the meaning of ""divergent plate boundaries""?"
2410	By Strategy and Tactics How Does Guerrilla Warfare Distinguish It Self From All Other Warrior Methods?
3048	How did the abolition of slavery occur in Suriname?
3003	How are the members united?
833	How did the Treaty of Union and the Acts of Union affect England and Scotland?
747	Why does heat need to be dissipated in electronics?
1230	How did the split arise between Sunni and Shia Muslims?
2621	What is the difference between municipal and national healthcare funding?
1990	What was the effect of Francisco Serrao on Indonesia?
2747	According to Bush and Blair, what were the goals of the invasion?
1646	What did the Lisbon Treaty do?
2228	What is intrinsically important for the existence of a sovereign state?
1551	What resulted from World War I?
2276	Why did a large population of the US oppose US involvement in South Vietnam?
3257	What are some of the difficulties in dividing governments into types?
1368	By the 1970s the United Nations budget and spending amounts were becoming less equal in what way?
275	How are deserts classified and defined?
1740	What fauna is traditionally encountered in Georgia?
364	What are the roots of the Democratic Party?
1354	What characterized laws regarding slavery in the Empire?
2675	What was Seattle's role in early theater?
2615	What type of atomic bombs were developed by the Manhattan Project?
2979	how & In Which Form Is Iron Found In Nature?
580	What is the method or methods of cultivating rice?
2431	How do intuitionist definitions identify mathematics?
842	What place does Thomas Watson, Sr. occupy in the creation of IBM, the invention of artificial intelligence & how does NASA figure into this picture?
3484	How is climate modeling used in humid continental climate?
2156	What are the ethnic groups in Europe?
610	What are the other definitions of the Middle East?
1839	What distinguished the nomenclature of the Society of Jesus from medieval religious orders like the Franciscans?
1490	How was the separation of powers first developed?
1818	Why did the United States want to contribute toward the World Heritage site?
909	How did Thomas Jefferson interact with slaves?
1031	How did the people of Lebanon live circa 5000 BCE, according to an archeological find? What geographical element was central to their lives?
2268	How was power limited by early constitutional monarchy's in England?
2188	How was modern smelting determined to start around 1200 BC?
1029	How did Ecuador become an independent republic?
648	How Does Eudoxus of Cyzicus's First Voyage Feature In The History Of Our Planet's Trade Routes & Political Exploratory Movements?
4021	What is the status of China on the Security Council?
1694	Why is the teaching of evolution in schools so controversial?
3537	How is the Skinner definition of a mineral applied?
397	How did Baroque style manifest in architecture of the time?
3324	What do Ahmadiyya adherents believe about Ahmad?
2532	What is London's defining architectural style?
2696	What was the political status of Scotland in the early 17th century?
1759	How Does Economics Organically Apply To Society As A Whole?
3708	How do you play Baseball?
541	What style shifts caused a move from traditional to modern art?
2786	What is Luxemburg's role in international diplomacy?
2418	How is precipitation created?
1348	How did the civil war come to an end in Northern Ireland?
708	What was Rome's effect on civil law?
122	How did the Age of Exploration help to disseminate Western culture and tradition?
3453	How did the modern racket develop?
2388	Why is Geneva considered a desirable place to live?
1536	Why is the classical period called as such?
1517	Who used, and occupied the land of Melbourne prior to the arrival of settlers?
1994	Do states have the right to withdraw from the union of United States?
2380	How Does Hebrew As A Language Relate To Hebrew Speakers In The United States?
1151	What is the method of Gross National Happiness?
1746	How About The Counties' Scope Of Power?
2951	"How does the Current U.S. Census define ""White Americans""?"
551	Why did people live in Stockholm, leave, and then come back?
2948	How does the House of commons influence election of the prime minister?
1254	How has New South Wales been involved in the film industry?
3329	How is Rio de Janeiro the main cultural hub of Brazil?
948	How did subprime lending lead to the financial crisis?
694	what do studies say that younger voters vote for?
299	What are different types of state religions?
1104	"What was the journey of the of the ""Declaration by United Nations"" from draft to execution?"
2281	"What is the reason and meaning for the name ""Manhattan?"
3818	How did the Great Recession meet the IMF criteria for being a global recession?
4125	What cultural foundation leads to the specific types of diversions in Nevada?
2901	How did the Native american groups effect the region?
3904	What are the results of Singapore's the diplomatic relations with China and the United States?
972	How do immigrants to England think of themselves in the new English context?
3511	What is the origin of the term democracy?
4176	How did the Vietnamese lexicon originate?
2652	How is the Icelandic Commonwealth seen as a republic?
506	What role did LA play in World War II?
2778	What was proposed by Nikolai Ivanovich Vavilov?
2478	What is the elliptic?
997	What caused a population boom in Houston in the 1970s?
2551	What was the Air Force's role in manned programs?
2138	How did antarctica come to have so many tropical fossils?
1234	How do Sunni traditionalists interpret the teachings of the Quran?
2509	What was the first major issue of his reign?
3913	What characterized the late colonial period in Puerto Rico?
2157	What are the linguistic characteristics of the ethnic groups in Europe?
3530	What is Madagascar?
3678	What is the Golden Globe Award?
1895	What is the status of the capital city of France?
361	HAS THE STRUCTURE OF THE SUPREME COURT CHANGED?
1639	What affect did modernism have on music development and music composition?
1269	Why did Ancient Jews who settled in India 2,500 years ago never face persecution?
916	What is Bob Dylan's Never Ending Tour?
3119	What is the origin of the word Asia?
1988	Why has the Arab world been encouraged to adopt bicameralism?
3337	How does Panama make itself an attractive destination to outsiders?
965	How do natural hazards occur in the Atlantic Ocean?
2234	How did voting a liberal president in Mexico effect territories?
1515	How was the city of Melbourne founded?
3289	What is the connection between Forbes Magazine and the Irish rock group, U2?
200	What is the history of the date the super bowl is played?
4133	What was the World Health Organization's role in eradicating smallpox?
3053	How is Central Asia defined?
2785	What is the political and cultural relationship of Luxemburg to its neighbors?
1738	How was Georgia created as a state?
1424	What event allowed Hitler to push the Communist party out?
1154	What is the structure of Amnesty International?
2729	How was Britain able to maintain her population growth during the Victorian era?
1347	How did the US Civil Rights movement serve as a model for Catholics in Northern Ireland facing discrimination?
3218	What ties did Vienna have with the Celtic peoples?
1962	What were some general aspects of the influence of Gothic architecture in Europe beginning in 1140?
2464	What factors are part of the resurgence of cultural growth in Istanbul?
3544	How were pounds valued elative to the dollar before being made free-floating?
3521	Why Did This Nobel Fellow Start This Paticular Prize?
689	What were the effects of the early 20th century on New Zealand?
2581	What effect did World War I have on the Slovene population?
1406	How does the UNHCR fit in with refugee processing?
3466	What effected Southwest residents following their secession from Mexico?
3150	What signicance did Philadelphia architecture have in American architecture?
3287	How was the name basketball chosen?
2449	What led to the French selling portions of the Midwest in the Louisiana purchase?
1775	How was the OECD formed?
2978	What Is Iron, How & Where Do We Find It?
2929	Legally, how would you summarize the United States Constitution in terms of what it is as national frame of our government?
2818	how would you describe cell biology?
2373	What was France's role in feudalism?
2477	What is the graticular sphere?
1381	How did the United States Navy contribute to the Union during the Civil War?
1030	How did the land of Lebanon pass through the hands of different political and religious groups?
3416	"How is the word ""suburb"" used in Britain and Ireland?"
2161	"What were the origins of the ""first"" British empire?"
1058	Why was the treaty so generous to the US?
640	Why was the G7 formed?
4126	Why is Nevada mining still susceptible to the prices of the global market?
869	How did the United States congress effect the LDS church?
3641	Why was intel's dominance challenged after 2000?
632	How well do Facebook's ads perform?
2318	What is the history of Victoria (Australia)?
2041	Often referred to as Standard Chinese, can you outline the bases of influence of written Mandarin grammar & pronunciation?
1426	What financial effects were felt by Europe under nazi control?
3052	what are the origins of the jews?
2275	Why did Nixon deliver the policy of Vietnamization?
4149	{}
155	How did Vancouver grow in the mid to early 1800's?
2443	What was the outcome of the 4th attempt to form an AFL?
3443	How urbanized is the population of Argentina?
4094	How did ABC merge with UPT?
1582	How did Chicago accommodate the rapid population growth of the 1850s?
3880	How did Churchill spend his time while observing the war in Cuba?
3912	What were the effects of early settlement in Puerto Rico?
186	What was the Marine Corps signifiance in the Revolutionary War?
2837	Which vehicle models evolved into the selected race type?
3948	How have names for Native americans evolved?
1480	Why was Atlanta's economy disproportionately affected by the 2008 financial crisis as compared with other cities?
3198	How are ships named in the Royal Navy?
1114	What did Ancient Greeks and Romans note about ancient kingdoms in Bangladesh?
3126	How was football introduced to Princeton?
2425	How did the population in the Thirteen Colonies grow so quickly?
3984	How did England and Scotland decide to unite?
3550	What is the history of The old Mexica city?
1766	How do residents of Bosnia and Herzegovina make use of the country's geography and resources?
1716	What was Cricket originally thought to be?
1625	How is the OED related to other types of Oxford dictionaries?
358	How did interlinked metropolitan areas come to be described?
3106	What is the origin of the name rock and roll?
1107	What was the origin of the World Heritage site convention?
2092	How did French become prominent?
3005	How are members determined?
1338	HOW HAS CATHOLICISM SHAPED RELIGION?
3390	Which events marked the first military coup in Nigeria in 1966?
2136	Why does Antarctica have such cold and dry weather?
2993	How did Queen Victoria rise to power?
2140	How does antarctica compare to the arctic?
3463	How did America influence the new Swiss constitution in the 1800's?
741	What major influences did Nixon have on foreign policy?
2803	What's the difference between an ecoregion and a biozone?
1459	What was the Viking legacy in Denmark?
3936	How is GDP determined?
3991	What is Northern Europe?
1720	What is the process of awarding a Nobel Prize?
3436	How did Dr. John Rauch make his mark upon the health of the city of Chicago?
1303	What has Ukraine's relationship to NATO been like?
3309	Why was the Labour Party founded?
1702	What were the requirements and limits of the contract giving Panfilo de Narvaez a license to claim what is now the Gulf Coast, and did he make it to America?
2369	Historitcally How Does The Roma Church Relate To Malta?
2307	What is ice hockey?
1065	How did Hitler lay out his plans for a new racial vision of Germany while in prison?
2956	How does elevation affect the alpine vegetation of Colorado?
3022	How did the rising East India Company set the stages to forming a monopoly?
389	How did the YMCA aid in the development of volleyball?
9	What is the U.S. Code of Conduct and terminology in regards to prisoners of war?
171	How did the U.S. and its allies respond to the Berlin Blockade?
4155	"How has the criteria of being a ""developed country"" and its history changed over time?"
523	How did the state attempt to erase ethnicity during the early 20th century?
3983	What role did the Roman Empire play in the history of Great Britain?
3859	Why does the Ponte Vecchio bridge stand out in Florence?
3364	How has the New York Times treated gender in the organization?
1579	What is Jonathan Rauch's argument for same sex marriage?
4123	Why is there a disagreement in the pronunciation of Nevada?
1688	How did Sicily become unified with Italy?
3791	HOW IS SAUDI ARABIA DIFFERENT FROM THE REST OF ASIA?
1072	Why are the terms World Wide Web and the Web not synonymous?
582	What are the varieties of rice and the descriptions?
1400	What is the most direct approach to GDP?
3821	Why were derivatives like the CDS unregulated or barely regulated?
